	term	domain	category	sense	AR	DC	en	es	fr	id	vrefs
77	אַבְשָׁלוֹם	PN	person	1	False	False	Absalom	Obot	Absalom	Absalom	['2SA 3:3', '2SA 13:1', '2SA 13:4', '2SA 13:20', '2SA 13:20', '2SA 13:22', '2SA 13:22', '2SA 13:23', '2SA 13:23', '2SA 13:24', '2SA 13:25', '2SA 13:26', '2SA 13:27', '2SA 13:28', '2SA 13:29', '2SA 13:29', '2SA 13:30', '2SA 13:32', '2SA 13:34', '2SA 13:37', '2SA 13:38', '2SA 13:39', '2SA 14:1', '2SA 14:21', '2SA 14:23', '2SA 14:24', '2SA 14:25', '2SA 14:27', '2SA 14:28', '2SA 14:29', '2SA 14:30', '2SA 14:31', '2SA 14:32', '2SA 14:33', '2SA 14:33', '2SA 15:1', '2SA 15:2', '2SA 15:2', '2SA 15:3', '2SA 15:4', '2SA 15:6', '2SA 15:6', '2SA 15:7', '2SA 15:10', '2SA 15:10', '2SA 15:11', '2SA 15:12', '2SA 15:12', '2SA 15:13', '2SA 15:14', '2SA 15:31', '2SA 15:34', '2SA 15:37', '2SA 16:8', '2SA 16:15', '2SA 16:16', '2SA 16:16', '2SA 16:17', '2SA 16:18', '2SA 16:20', '2SA 16:21', '2SA 16:22', '2SA 16:22', '2SA 16:23', '2SA 17:1', '2SA 17:4', '2SA 17:5', '2SA 17:6', '2SA 17:6', '2SA 17:7', '2SA 17:9', '2SA 17:14', '2SA 17:14', '2SA 17:15', '2SA 17:18', '2SA 17:20', '2SA 17:24', '2SA 17:25', '2SA 17:26', '2SA 18:5', '2SA 18:5', '2SA 18:9', '2SA 18:9', '2SA 18:10', '2SA 18:12', '2SA 18:14', '2SA 18:15', '2SA 18:17', '2SA 18:18', '2SA 18:18', '2SA 18:29', '2SA 18:32', '2SA 19:2', '2SA 19:2', '2SA 19:2', '2SA 19:3', '2SA 19:6', '2SA 19:6', '2SA 19:8', '2SA 19:11', '2SA 19:12', '2SA 20:6', '1KI 1:6', '1KI 2:7', '1KI 2:28', '1CH 3:2', 'PSA 3:2']
78	אַבְשָׁלוֹם	PN	person	2	False	False	Absalom	Agué	Absalom	Absalom	['2CH 11:20', '2CH 11:21']
79	אֹבֹת	PN	settlement		False	False	Oboth	Agag	Ovoth	Obot	['NUM 21:10', 'NUM 21:11', 'NUM 33:43', 'NUM 33:44']
80	אָגֵא	PN	person		False	False	Agee	Agag	Agué	Age	['2SA 23:11']
81	אֲגַג	PN	person	1	False	False	Agag	Agagita	Agag	Agag	['NUM 24:7']
82	אֲגַג	PN	person	2	False	False	Agag	nogal	Agag	Agag	['1SA 15:8', '1SA 15:9', '1SA 15:20', '1SA 15:32', '1SA 15:32', '1SA 15:32', '1SA 15:33']
83	אֲגָגִי	PN	person		False	False	Agagite	Agur	Agaguite	orang Agag	['EST 3:1', 'EST 3:10', 'EST 8:3', 'EST 8:5', 'EST 9:24']
84	אֱגוֹז	FL	trees; fruits		False	False	walnut	Eglaim	noix	kenari	['SNG 6:11']
85	אָגוּר	PN	person		False	False	Agur	junco	Agour	Agur	['PRO 30:1']
86	אֶגְלַיִם	PN	settlement		False	False	Eglaim	Adbeel	Eglaïm	Eglaim	['ISA 15:8']
87	אַגְמוֹן	FL	grasses		False	False	rush	Hadad	roseau	gelagah	['JOB 40:26', 'JOB 41:4', 'ISA 9:12', 'ISA 19:15', 'ISA 58:5']
88	אַדְבְּאֵל	PN	person		False	False	Adbeel	Idó	Adbéel	Adbeel	['GEN 25:13', '1CH 1:29']
89	אֲדַד	PN	person		False	False	Hadad	Edom	Hadad	Hadad	['1KI 11:17']
90	אִדּוֹ	PN	person		False	False	Iddo	Edomita	Iddo	Ido	['EZR 8:17', 'EZR 8:17']
91	אֱדוֹם	PN	group; area		False	False	Edom	Adón	Edom	Edom	['GEN 25:30', 'GEN 32:5', 'GEN 36:1', 'GEN 36:8', 'GEN 36:9', 'GEN 36:16', 'GEN 36:17', 'GEN 36:19', 'GEN 36:21', 'GEN 36:31', 'GEN 36:32', 'GEN 36:43', 'GEN 36:43', 'EXO 15:15', 'NUM 20:14', 'NUM 20:18', 'NUM 20:20', 'NUM 20:21', 'NUM 20:23', 'NUM 21:4', 'NUM 24:18', 'NUM 33:37', 'NUM 34:3', 'JOS 15:1', 'JOS 15:21', 'JDG 5:4', 'JDG 11:17', 'JDG 11:17', 'JDG 11:18', '1SA 14:47', '2SA 8:14', '2SA 8:14', '2SA 8:14', '1KI 9:26', '1KI 11:14', '1KI 11:15', '1KI 11:15', '1KI 11:16', '1KI 22:49', '2KI 3:8', '2KI 3:9', '2KI 3:12', '2KI 3:20', '2KI 3:26', '2KI 8:20', '2KI 8:21', '2KI 8:22', '2KI 14:7', '2KI 14:10', '1CH 1:43', '1CH 1:51', '1CH 1:54', '1CH 18:11', '1CH 18:12', '1CH 18:13', '1CH 18:13', '2CH 8:17', '2CH 21:8', '2CH 21:9', '2CH 21:10', '2CH 25:19', '2CH 25:20', 'PSA 60:4', 'PSA 60:12', 'PSA 60:13', 'PSA 83:8', 'PSA 108:11', 'PSA 108:12', 'PSA 137:7', 'ISA 11:14', 'ISA 34:5', 'ISA 34:6', 'ISA 63:1', 'JER 9:24', 'JER 25:21', 'JER 27:3', 'JER 40:11', 'JER 49:7', 'JER 49:17', 'JER 49:20', 'JER 49:22', 'LAM 4:21', 'LAM 4:22', 'EZK 25:12', 'EZK 25:13', 'EZK 25:14', 'EZK 25:14', 'EZK 32:29', 'EZK 35:15', 'EZK 36:5', 'DAN 11:41', 'JOL 4:19', 'AMO 1:6', 'AMO 1:9', 'AMO 1:11', 'AMO 2:1', 'AMO 9:12', 'OBA 1:1', 'OBA 1:8', 'MAL 1:4']
92	אֲדוֹמִי	PN	group		False	False	Edomite	señor	Edomite	orang Edom	['DEU 23:9', '1SA 21:9', '1SA 22:9', '1SA 22:18', '1SA 22:22', '1KI 11:1', '1KI 11:14', '1KI 11:17', '2KI 16:6', '2CH 25:14', '2CH 28:17', 'PSA 52:4']
93	אַדּוֹן	PN	settlement		False	False	Addon	Adoraim	Addôn	Adon	['NEH 7:61']
94	אָדוֹן	BE	people; authority		False	False	lord	poderoso	seigneur	tuan	['GEN 18:12', 'GEN 23:6', 'GEN 23:11', 'GEN 23:15', 'GEN 24:12', 'GEN 24:12', 'GEN 24:14', 'GEN 24:18', 'GEN 24:27', 'GEN 24:27', 'GEN 24:27', 'GEN 24:35', 'GEN 24:36', 'GEN 24:36', 'GEN 24:37', 'GEN 24:39', 'GEN 24:42', 'GEN 24:44', 'GEN 24:48', 'GEN 24:48', 'GEN 24:49', 'GEN 24:54', 'GEN 24:56', 'GEN 24:65', 'GEN 31:35', 'GEN 32:6', 'GEN 32:7', 'GEN 32:20', 'GEN 33:8', 'GEN 33:13', 'GEN 33:14', 'GEN 33:14', 'GEN 33:15', 'GEN 39:8', 'GEN 42:10', 'GEN 43:20', 'GEN 44:5', 'GEN 44:7', 'GEN 44:9', 'GEN 44:16', 'GEN 44:16', 'GEN 44:18', 'GEN 44:18', 'GEN 44:19', 'GEN 44:20', 'GEN 44:22', 'GEN 44:24', 'GEN 44:33', 'GEN 45:8', 'GEN 45:9', 'GEN 47:18', 'GEN 47:18', 'GEN 47:18', 'GEN 47:25', 'EXO 21:5', 'EXO 32:22', 'NUM 11:28', 'NUM 12:11', 'NUM 32:25', 'NUM 32:27', 'NUM 36:2', 'NUM 36:2', 'JOS 5:14', 'JDG 4:18', 'JDG 6:13', 'RUT 2:13', '1SA 1:15', '1SA 1:26', '1SA 1:26', '1SA 16:16', '1SA 22:12', '1SA 24:8', '1SA 24:10', '1SA 24:12', '1SA 25:24', '1SA 25:25', '1SA 25:25', '1SA 25:26', '1SA 25:26', '1SA 25:27', '1SA 25:27', '1SA 25:28', '1SA 25:28', '1SA 25:29', '1SA 25:30', '1SA 25:31', '1SA 25:31', '1SA 25:31', '1SA 25:41', '1SA 26:17', '1SA 26:18', '1SA 26:19', '1SA 29:8', '1SA 30:13', '1SA 30:15', '2SA 1:10', '2SA 3:21', '2SA 4:8', '2SA 9:11', '2SA 11:11', '2SA 11:11', '2SA 13:32', '2SA 13:33', '2SA 14:9', '2SA 14:12', '2SA 14:15', '2SA 14:17', '2SA 14:17', '2SA 14:18', '2SA 14:19', '2SA 14:19', '2SA 14:20', '2SA 14:22', '2SA 15:15', '2SA 15:21', '2SA 15:21', '2SA 16:4', '2SA 16:9', '2SA 18:28', '2SA 18:31', '2SA 18:32', '2SA 19:21', '2SA 19:21', '2SA 19:22', '2SA 19:28', '2SA 19:29', '2SA 19:29', '2SA 19:30', '2SA 19:32', '2SA 19:37', '2SA 19:39', '2SA 24:3', '2SA 24:3', '2SA 24:21', '2SA 24:22', '1KI 1:2', '1KI 1:2', '1KI 1:13', '1KI 1:17', '1KI 1:18', '1KI 1:20', '1KI 1:20', '1KI 1:21', '1KI 1:24', '1KI 1:27', '1KI 1:27', '1KI 1:31', '1KI 1:36', '1KI 1:37', '1KI 1:37', '1KI 2:38', '1KI 3:17', '1KI 3:26', '1KI 18:7', '1KI 18:10', '1KI 18:13', '1KI 20:4', '1KI 20:9', '2KI 2:19', '2KI 4:16', '2KI 4:28', '2KI 5:3', '2KI 5:18', '2KI 5:20', '2KI 5:22', '2KI 6:5', '2KI 6:12', '2KI 6:15', '2KI 6:26', '2KI 8:5', '2KI 8:12', '2KI 10:9', '2KI 18:23', '2KI 18:24', '2KI 18:27', '1CH 21:3', '1CH 21:3', '1CH 21:3', '1CH 21:23', '2CH 2:12', '2CH 2:13', 'PSA 12:6', 'PSA 105:21', 'PSA 110:1', 'ISA 36:8', 'ISA 36:9', 'ISA 36:12', 'JER 22:18', 'JER 34:5', 'JER 37:20', 'JER 38:9', 'DAN 1:10', 'DAN 10:16', 'DAN 10:17', 'DAN 10:17', 'DAN 10:19', 'DAN 12:8', 'ZEC 1:9', 'ZEC 4:4', 'ZEC 4:5', 'ZEC 4:13', 'ZEC 6:4', 'MAL 1:6', 'MAL 1:6']
95	אֲדוֹרַיִם	PN	settlement		False	False	Adoraim	noble	Adoraïm	Adoraim	['2CH 11:9']
96	אַדִּיר	AT	honor, respect, status	1	False	False	mighty	Adalías	magnifique	mulia	['EXO 15:10', '1SA 4:8', 'PSA 8:3', 'PSA 8:10', 'PSA 16:3', 'PSA 76:6', 'PSA 93:4', 'PSA 93:4', 'PSA 136:18', 'ISA 10:34', 'ISA 33:21', 'ISA 33:21', 'EZK 17:23', 'EZK 32:18', 'ZEC 11:2']
97	אַדִּיר	BE	people; honor, respect, status	2	False	False	noble	teñir de rojo	capitaines	bangsawan	['JDG 5:13', 'JDG 5:25', '2CH 23:20', 'NEH 3:5', 'NEH 10:31', 'JER 14:3', 'JER 25:34', 'JER 25:35', 'JER 25:36', 'JER 30:21', 'NAM 2:7', 'NAM 3:18']
98	אֲדַלְיָא	PN	person		False	False	Adalia	Adán	Adalya	Adalya	['EST 9:8']
99	אדם	RE	crafts; cloth		False	False	to be dyed red	Adán	être rouge	dicelup merah	['EXO 25:5', 'EXO 26:14', 'EXO 35:7', 'EXO 35:23', 'EXO 36:19', 'EXO 39:34']
100	אָדָם	PN	person	1	False	False	Adam	hombre	homme	Adam	['GEN 3:17', 'GEN 3:21', 'GEN 4:25', 'GEN 5:1', 'GEN 5:2', 'GEN 5:3', 'GEN 5:4', 'GEN 5:5', '1CH 1:1', 'JOB 31:33', 'HOS 6:7']
101	אָדָם	PN	settlement	2	False	False	Adam	rubí	Adam	Adam	['JOS 3:16']
102	אָדָם	BE	people	3	False	False	man	Admá	homme	manusia	['GEN 1:26', 'GEN 1:27', 'GEN 2:5', 'GEN 2:7', 'GEN 2:7', 'GEN 2:8', 'GEN 2:15', 'GEN 2:16', 'GEN 2:18', 'GEN 2:19', 'GEN 2:19', 'GEN 2:20', 'GEN 2:21', 'GEN 2:22', 'GEN 2:22', 'GEN 2:23', 'GEN 2:25', 'GEN 3:8', 'GEN 3:9', 'GEN 3:12', 'GEN 3:20', 'GEN 3:22', 'GEN 3:24', 'GEN 4:1', 'GEN 5:1', 'GEN 5:1', 'GEN 6:1', 'GEN 6:2', 'GEN 6:3', 'GEN 6:4', 'GEN 6:5', 'GEN 6:6', 'GEN 6:7', 'GEN 6:7', 'GEN 7:21', 'GEN 7:23', 'GEN 8:21', 'GEN 8:21', 'GEN 9:5', 'GEN 9:5', 'GEN 9:6', 'GEN 9:6', 'GEN 9:6', 'GEN 11:5', 'GEN 16:12', 'EXO 4:11', 'EXO 8:9', 'EXO 8:10', 'EXO 9:9', 'EXO 9:10', 'EXO 9:19', 'EXO 9:22', 'EXO 9:25', 'EXO 12:12', 'EXO 13:2', 'EXO 13:13', 'EXO 13:15', 'EXO 30:32', 'EXO 33:20']
103	אֹדֶם	RE	gemstones		False	False	ruby	Adamá	rubi	rubi	['EXO 28:17', 'EXO 39:10', 'EZK 28:13']
104	אַדְמָה	PN	settlement		False	False	Admah	Adamí-néqueb	Adma	Adma	['GEN 10:19', 'GEN 14:2', 'GEN 14:8', 'DEU 29:21', 'HOS 11:8']
105	אֲדָמָה	PN	settlement		False	False	Adamah	Adumim	Adama	Adama	['JOS 19:36']
106	אֲדָמִי	PN	settlement		False	False	Adami Nekeb	Admata	Adami-Nèqev	Adami-Nekeb	['JOS 19:33']
107	אֲדֻמִּים	PN	nature		False	False	Adummim	Adón	Adoummim	Adumim	['JOS 15:7', 'JOS 18:17']
108	אַדְמָתָא	PN	person		False	False	Admatha	Señor	Admata	Admata	['EST 1:14']
109	אַדָּן	PN	settlement		False	False	Addan	Adonisédec	Addân	Adan	['EZR 2:59']
110	אֲדֹנָי	BE	supernatural beings and powers; titles		False	False	Lord	Adonisédec	Seigneur	Tuhan	['GEN 15:2', 'GEN 15:8', 'GEN 18:3', 'GEN 18:27', 'GEN 18:30', 'GEN 18:31', 'GEN 18:32', 'GEN 19:18', 'GEN 20:4', 'EXO 4:10', 'EXO 4:13', 'EXO 5:22', 'EXO 15:17', 'EXO 34:9', 'EXO 34:9', 'NUM 14:17', 'DEU 3:24', 'DEU 9:26', 'JOS 7:7', 'JOS 7:8', 'JDG 6:15', 'JDG 6:22', 'JDG 13:8', 'JDG 16:28', '2SA 7:18', '2SA 7:19', '2SA 7:19', '2SA 7:20', '2SA 7:22', '2SA 7:28', '2SA 7:29', '1KI 2:26', '1KI 3:10', '1KI 3:15', '1KI 8:53', '1KI 22:6', '2KI 7:6', '2KI 19:23', 'EZR 10:3', 'NEH 1:11', 'NEH 4:2', 'JOB 28:28', 'PSA 2:4', 'PSA 16:2', 'PSA 22:32', 'PSA 30:10', 'PSA 35:17', 'PSA 35:22', 'PSA 35:23', 'PSA 37:13', 'PSA 38:11', 'PSA 38:17', 'PSA 38:23', 'PSA 39:9', 'PSA 40:18', 'PSA 44:25', 'PSA 51:19', 'PSA 54:8', 'PSA 55:11', 'PSA 57:11', 'PSA 59:13', 'PSA 62:13', 'PSA 66:18', 'PSA 68:13', 'PSA 68:19', 'PSA 68:21', 'PSA 68:22', 'PSA 68:24', 'PSA 68:34', 'PSA 69:8', 'PSA 71:5', 'PSA 71:16', 'PSA 73:20', 'PSA 73:28', 'PSA 77:4', 'PSA 77:9', 'PSA 78:65', 'PSA 79:12', 'PSA 86:3', 'PSA 86:4', 'PSA 86:5', 'PSA 86:8', 'PSA 86:9', 'PSA 86:12', 'PSA 86:15', 'PSA 89:51', 'PSA 89:52', 'PSA 90:1', 'PSA 90:17', 'PSA 109:21', 'PSA 110:5', 'PSA 130:2', 'PSA 130:3', 'PSA 130:6', 'PSA 140:9', 'PSA 141:8', 'ISA 3:15', 'ISA 3:17', 'ISA 3:18', 'ISA 4:4', 'ISA 6:1', 'ISA 6:8', 'ISA 6:11', 'ISA 7:7', 'ISA 7:14', 'ISA 7:20', 'ISA 8:7', 'ISA 9:6', 'ISA 9:15', 'ISA 10:12', 'ISA 10:23', 'ISA 10:24', 'ISA 11:11', 'ISA 21:6', 'ISA 21:8', 'ISA 21:16', 'ISA 22:5', 'ISA 22:12', 'ISA 22:14', 'ISA 22:15', 'ISA 25:8', 'ISA 28:2', 'ISA 28:16', 'ISA 28:22', 'ISA 29:13', 'ISA 30:15', 'ISA 30:20', 'ISA 37:24', 'ISA 38:14', 'ISA 38:16', 'ISA 40:10', 'ISA 48:16', 'ISA 49:14', 'ISA 49:22', 'ISA 50:4', 'ISA 50:5', 'ISA 50:7', 'ISA 50:9', 'ISA 52:4', 'ISA 56:8', 'ISA 61:1', 'ISA 61:11', 'ISA 65:13', 'ISA 65:15', 'JER 1:6', 'JER 2:19', 'JER 2:22', 'JER 4:10', 'JER 7:20', 'JER 14:13', 'JER 32:17', 'JER 32:25', 'JER 44:26', 'JER 46:10', 'JER 46:10', 'JER 49:5', 'JER 50:25', 'JER 50:31', 'LAM 1:14', 'LAM 1:15', 'LAM 1:15', 'LAM 2:1', 'LAM 2:2', 'LAM 2:5', 'LAM 2:7', 'LAM 2:18', 'LAM 2:19', 'LAM 2:20', 'LAM 3:31', 'LAM 3:36', 'LAM 3:37', 'LAM 3:58', 'EZK 2:4', 'EZK 3:11', 'EZK 3:27', 'EZK 4:14', 'EZK 5:5', 'EZK 5:7', 'EZK 5:8', 'EZK 5:11', 'EZK 6:3', 'EZK 6:3', 'EZK 6:11', 'EZK 7:2', 'EZK 7:5', 'EZK 8:1', 'EZK 9:8', 'EZK 11:7', 'EZK 11:8', 'EZK 11:13', 'EZK 11:16', 'EZK 11:17', 'EZK 11:21', 'EZK 12:10', 'EZK 12:19', 'EZK 12:23', 'EZK 12:25', 'EZK 12:28', 'EZK 12:28', 'EZK 13:3', 'EZK 13:8', 'EZK 13:8', 'EZK 13:9', 'EZK 13:13', 'EZK 13:16', 'EZK 13:18', 'EZK 13:20', 'EZK 14:4', 'EZK 14:6', 'EZK 14:11', 'EZK 14:14', 'EZK 14:16', 'EZK 14:18', 'EZK 14:20', 'EZK 14:21', 'EZK 14:23', 'EZK 15:6', 'EZK 15:8', 'EZK 16:3', 'EZK 16:8', 'EZK 16:14', 'EZK 16:19', 'EZK 16:23', 'EZK 16:30', 'EZK 16:36', 'EZK 16:43', 'EZK 16:48', 'EZK 16:59', 'EZK 16:63', 'EZK 17:3', 'EZK 17:9', 'EZK 17:16', 'EZK 17:19', 'EZK 17:22', 'EZK 18:3', 'EZK 18:9', 'EZK 18:23', 'EZK 18:25', 'EZK 18:29', 'EZK 18:30', 'EZK 18:32', 'EZK 20:3', 'EZK 20:3', 'EZK 20:5', 'EZK 20:27', 'EZK 20:30', 'EZK 20:31', 'EZK 20:33', 'EZK 20:36', 'EZK 20:39', 'EZK 20:40', 'EZK 20:44', 'EZK 21:8', 'EZK 21:10', 'EZK 21:17', 'EZK 21:19', 'EZK 21:23', 'EZK 21:34', 'EZK 21:36', 'EZK 21:33', 'EZK 22:3', 'EZK 22:12', 'EZK 22:19', 'EZK 22:28', 'EZK 22:31', 'EZK 23:22', 'EZK 23:28', 'EZK 23:32', 'EZK 23:34', 'EZK 23:35', 'EZK 23:46', 'EZK 23:49', 'EZK 24:3', 'EZK 24:6', 'EZK 24:9', 'EZK 24:14', 'EZK 24:21', 'EZK 24:24', 'EZK 25:3', 'EZK 25:3', 'EZK 25:6', 'EZK 25:8', 'EZK 25:12', 'EZK 25:13', 'EZK 25:14', 'EZK 25:15', 'EZK 25:16', 'EZK 26:3', 'EZK 26:5', 'EZK 26:7', 'EZK 26:14', 'EZK 26:15', 'EZK 26:19', 'EZK 26:21', 'EZK 27:3', 'EZK 28:2', 'EZK 28:6', 'EZK 28:10', 'EZK 28:12', 'EZK 28:22', 'EZK 28:24', 'EZK 28:25', 'EZK 29:3', 'EZK 29:8', 'EZK 29:13', 'EZK 29:16', 'EZK 29:19', 'EZK 29:20', 'EZK 30:2', 'EZK 30:6', 'EZK 30:10', 'EZK 30:13', 'EZK 30:22', 'EZK 31:10', 'EZK 31:15', 'EZK 31:18', 'EZK 32:3', 'EZK 32:8', 'EZK 32:11', 'EZK 32:14', 'EZK 32:16', 'EZK 32:31', 'EZK 32:32', 'EZK 33:11', 'EZK 33:17', 'EZK 33:20', 'EZK 33:25', 'EZK 33:27', 'EZK 34:2', 'EZK 34:8', 'EZK 34:10', 'EZK 34:11', 'EZK 34:15', 'EZK 34:17', 'EZK 34:20', 'EZK 34:30', 'EZK 34:31', 'EZK 35:3', 'EZK 35:6', 'EZK 35:11', 'EZK 35:14', 'EZK 36:2', 'EZK 36:3', 'EZK 36:4', 'EZK 36:4', 'EZK 36:5', 'EZK 36:6', 'EZK 36:7', 'EZK 36:13', 'EZK 36:14', 'EZK 36:15', 'EZK 36:22', 'EZK 36:23', 'EZK 36:32', 'EZK 36:33', 'EZK 36:37', 'EZK 37:3', 'EZK 37:5', 'EZK 37:9', 'EZK 37:12', 'EZK 37:19', 'EZK 37:21', 'EZK 38:3', 'EZK 38:10', 'EZK 38:14', 'EZK 38:17', 'EZK 38:18', 'EZK 38:21', 'EZK 39:1', 'EZK 39:5', 'EZK 39:8', 'EZK 39:10', 'EZK 39:13', 'EZK 39:17', 'EZK 39:20', 'EZK 39:25', 'EZK 39:29', 'EZK 43:18', 'EZK 43:19', 'EZK 43:27', 'EZK 44:6', 'EZK 44:9', 'EZK 44:12', 'EZK 44:15', 'EZK 44:27', 'EZK 45:9', 'EZK 45:9', 'EZK 45:15', 'EZK 45:18', 'EZK 46:1', 'EZK 46:16', 'EZK 47:13', 'EZK 47:23', 'EZK 48:29', 'DAN 1:2', 'DAN 9:3', 'DAN 9:4', 'DAN 9:7', 'DAN 9:9', 'DAN 9:15', 'DAN 9:16', 'DAN 9:17', 'DAN 9:19', 'DAN 9:19', 'DAN 9:19', 'AMO 1:8', 'AMO 3:7', 'AMO 3:8', 'AMO 3:11', 'AMO 3:13', 'AMO 4:2', 'AMO 4:5', 'AMO 5:3', 'AMO 5:16', 'AMO 6:8', 'AMO 7:1', 'AMO 7:2', 'AMO 7:4', 'AMO 7:4', 'AMO 7:5', 'AMO 7:6', 'AMO 7:7', 'AMO 7:8', 'AMO 8:1', 'AMO 8:3', 'AMO 8:9', 'AMO 8:11', 'AMO 9:1', 'AMO 9:5', 'AMO 9:8', 'OBA 1:1', 'MIC 1:2', 'MIC 1:2', 'HAB 3:19', 'ZEP 1:7', 'ZEC 9:4', 'ZEC 9:14', 'MAL 1:12', 'MAL 1:14']
111	אֲדֹנִי־בֶזֶק	PN	person		False	False	Adoni-Bezek	Adonías	Adoni-Bèzeq	Adoni-Bezek	['JDG 1:5', 'JDG 1:6', 'JDG 1:7']
112	אֲדֹנִי־צֶדֶק	PN	person		False	False	Adoni-Zedek	Adonías	Adoni-Sédeq	Adoni-Zedek	['JOS 10:1', 'JOS 10:3']
113	אֲדֹנִיָּה	PN	person	1	False	False	Adonijah	Adonías	Adonias	Adonia	['2SA 3:4', '1KI 1:5', '1KI 1:7', '1KI 1:18', '1KI 2:28', '1CH 3:2']
114	אֲדֹנִיָּה	PN	person	2	False	False	Adonijah	Adonías	Adoniya	Adonia	['NEH 10:18']
115	אֲדֹנִיָּהוּ	PN	person	1	False	False	Adonijah	Adonicam	Adonias	Adonia	['1KI 1:8', '1KI 1:9', '1KI 1:11', '1KI 1:13', '1KI 1:24', '1KI 1:25', '1KI 1:41', '1KI 1:42', '1KI 1:43', '1KI 1:49', '1KI 1:50', '1KI 1:51', '1KI 2:13', '1KI 2:19', '1KI 2:21', '1KI 2:22', '1KI 2:23', '1KI 2:24']
116	אֲדֹנִיָּהוּ	PN	person	2	False	False	Adonijah	Adoniram	Adoniyahou	Adonia	['2CH 17:8']
117	אֲדֹנִיקָם	PN	person		False	False	Adonikam	Adar	Adoniqam	Adonikam	['EZR 2:13', 'EZR 8:13', 'NEH 7:18']
118	אֲדֹנִירָם	PN	person		False	False	Adoniram	Adar	Adoniram	Adoniram	['1KI 4:6', '1KI 5:28']
119	אַדָּר	PN	settlement	1	False	False	Adar	Adoram	Addar	Adar	['JOS 15:3']
120	אַדָּר	PN	person	2	False	False	Adar	Adramélec	Addar	Adar	['1CH 8:3']
121	אֲדֹרָם	PN	person		False	False	Adoram	Adramélec	Adoram	Adoram	['2SA 20:24', '1KI 12:18']
122	אַדְרַמֶּלֶךְ	PN	supernatural beings and powers	1	False	False	Adrammelech	Edrei	Adrammélek	Adramelekh	['2KI 17:31']
123	אַדְרַמֶּלֶךְ	PN	person	2	False	False	Adrammelech	Edrei	Adrammélek	Adramelekh	['2KI 19:37', 'ISA 37:38']
124	אֶדְרֶעִי	PN	settlement	1	False	False	Edrei	amar	Edrèï	Edrei	['NUM 21:33', 'DEU 1:4', 'DEU 3:1', 'DEU 3:10', 'JOS 12:4', 'JOS 13:12', 'JOS 13:31']
125	אֶדְרֶעִי	PN	settlement	2	False	False	Edrei	amor	Edrèï	Edrei	['JOS 19:37']
