	term	domain	category	sense	AR	DC	en	es	fr	id	vrefs
8020	Ναδαβαθ	PN	settlement		False	True	Nadab	Sarsateo	don de la loi		['1MA 9:37']
8021	Ναδαβ	PN	person		False	True	Naidus	Sarotí	faire la loi		['TOB 11:19', 'TOB 14:10', 'TOB 14:10', 'TOB 14:10', 'TOB 14:10']
8022	Ναϊδος	PN	person		False	True	Nathanael	Sefatías	Nooma		['1ES 9:31']
8023	Ναθαναηλος	PN	person		False	True	Nathanael	Safat	Numénius		['1ES 9:22']
8024	Ναθαναηλ	PN	person		False	True	Nethaniah	Sefatías	pièce de monnaie		['JDT 8:1', '1ES 1:9']
8025	Ναθανιας	PN	person		False	True	Nathan	Esarhadón	loi		['1ES 9:34']
8026	Ναθαν	PN	person		False	True	Nanea	sábado	chauve-souris		['TOB 5:14', 'SIR 47:1', '1ES 8:43']
8027	Ναναία	PN	supernatural beings and powers		False	True	Nanea	tela gruesa o áspera	chambre des noces		['2MA 1:13', '2MA 1:13']
8028	Ναναῖος	PN	supernatural beings and powers		False	True	Nahum	Samos	Noé		['2MA 1:15']
8029	Ναούμ	PN	person		False	True	Neziah	carne	Xanthique		['TOB 14:4']
8030	Νασι	PN	person		False	True	Nun	cuerpo	Hospitalier		['1ES 5:32']
8031	Ναυη	PN	person		False	True	boat	ser	sword		['SIR 46:1']
8032	ναῦς	RE	?		False	True	Nephisim	carne	épée		['WIS 5:10', '4MA 7:1']
8033	Ναφισι	PN	person		False	True	Nehemiah	Sedequías	bien poli		['1ES 5:31']
8034	Νεεμείας	PN	person		False	True	Nehemiah	Sedequías	de bois		['1ES 5:8']
8035	Νεεμιας	PN	person		False	True	Nekoda	Selemías	tour de bois		['SIR 49:13', '2MA 1:18', '2MA 1:20', '2MA 1:21', '2MA 1:23', '2MA 1:31', '2MA 1:33', '2MA 1:36', '2MA 2:13', '1ES 5:40']
8036	Νεκωδαν	PN	person		False	True	Netophah	Seleucia	Habaiah		['1ES 5:37']
8037	Νετεβας	PN	settlement		False	True	rope	Seleuco	Odollam		['1ES 5:18']
8038	νευρά	RE	?		False	True	Naphtali	Simí	Odomera		['2MA 7:1']
8039	Νεφθαλιμ	PN	group		False	True	sanctuary	Semelías	Uzzi		['TOB 1:1', 'TOB 1:2', 'TOB 1:4', 'TOB 1:5', 'TOB 7:3']
8040	νεώς	RE	sanctuary		False	True	young	Simí	Ozias		['2MA 4:14', '2MA 6:2', '2MA 9:16', '2MA 10:3', '2MA 10:5', '2MA 13:23', '2MA 14:33']
8041	νέος	AT	?		False	True	fish	Simí	Oziel		['TOB 1:4', 'WIS 8:10', 'WIS 19:11', 'SIR 9:10', 'SIR 9:10', 'SIR 24:25', 'SIR 42:8', 'SIR 50:8', 'SIR 51:13', 'BAR 3:20', 'SUS 1:45', '1MA 6:17', '1MA 11:54', '1MA 11:57', '1MA 13:31', '2MA 5:13', '2MA 5:24', '2MA 6:24', '2MA 6:28', '2MA 6:31', '2MA 7:24', '2MA 15:17', '4MA 2:3', '4MA 6:19', '4MA 9:6', '4MA 11:14', '4MA 12:1', '1ES 1:50']
8042	νηκτός	FA	fish, frogs, and mollusks		False	True	Neriah	harina	Othoniah		['WIS 19:19']
8043	Νηριας	PN	person		False	True	fast	Senaquerib	maison		['BAR 1:1']
8044	νηστεία	MI	?		False	True	to fast	Senaquerib	sanctuaire païen		['2MA 13:12', '1ES 8:49', '1ES 8:70']
8045	νηστεύω	MI	?		False	True	Nicanor	Serar	fondation		['JDT 4:13', 'JDT 8:6', 'ESG 4:16', 'SIR 34:26', 'BAR 1:5', '1MA 3:47']
8046	Νικάνωρ	PN	person		False	True	Nineveh	Serebías	superpréfets		['1MA 3:38', '1MA 7:26', '1MA 7:27', '1MA 7:31', '1MA 7:32', '1MA 7:33', '1MA 7:39', '1MA 7:43', '1MA 7:44', '1MA 7:47', '1MA 9:1', '2MA 8:9', '2MA 8:10', '2MA 8:12', '2MA 8:14', '2MA 8:23', '2MA 8:24', '2MA 8:34', '2MA 9:3', '2MA 12:2', '2MA 14:12', '2MA 14:14', '2MA 14:15', '2MA 14:17', '2MA 14:18', '2MA 14:23', '2MA 14:26', '2MA 14:27', '2MA 14:28', '2MA 14:30', '2MA 14:30', '2MA 14:37', '2MA 14:39', '2MA 15:1', '2MA 15:6', '2MA 15:25', '2MA 15:28', '2MA 15:30', '2MA 15:32', '2MA 15:33', '2MA 15:35', '2MA 15:37', '4MA 3:20']
8047	Νινευη	PN	settlement		False	True	Nisan	Sestel	toute la terre		['TOB 1:3', 'TOB 1:10', 'TOB 1:17', 'TOB 1:19', 'TOB 1:22', 'TOB 2:2', 'TOB 7:3', 'TOB 11:1', 'TOB 11:15', 'TOB 11:16', 'TOB 11:16', 'TOB 11:18', 'TOB 14:2', 'TOB 14:4', 'TOB 14:4', 'TOB 14:15', 'TOB 14:15', 'TOB 14:15', 'JDT 1:1', 'JDT 2:21']
8048	Νισαν	PN	calendar		False	True	Nisan	Sasai	empire		['1ES 5:6']
8049	Νισα	PN	calendar		False	True	Niphish	Sefela	compassion		['ESG 1:1a', 'ESG 8:9']
8050	Νιφις	PN	person		False	True	Noeba	Secanías	avoir compassion de		['1ES 5:21']
8051	Νοεβα	PN	person		False	True	according to the rule	Secanías	oiseau		['1ES 5:31']
8052	νομίμως	MI	?		False	True	law code	objeto de adoración	gouvernail		['4MA 6:18']
8053	νομοθεσία	MI	?		False	True	to give laws	adorar	chambre		['2MA 6:23', '4MA 5:35', '4MA 17:16']
8054	νομοθετέω	MI	?		False	True	Nooma	Seleuco	maison		['2MA 3:15', '4MA 5:25']
8055	Νοομα	PN	person		False	True	Numenius	Set	maison		['1ES 9:35']
8056	Νουμήνιος	PN	person		False	True	coinage	señal	temple païen		['1MA 12:16', '1MA 14:22', '1MA 14:24', '1MA 15:15']
8057	νόμισμα	RE	?		False	True	law	Sem	maison		['1MA 15:6']
8058	νόμος	MI	?		False	True	bat	Serón	maison		['TOB 1:8', 'TOB 7:13', 'TOB 7:14', 'JDT 11:12', 'ESG 1:1h', 'ESG 1:1n', 'ESG 1:1p', 'ESG 1:2', 'ESG 1:3', 'ESG 3:8', 'ESG 3:8', 'ESG 3:13', 'ESG 3:13', 'ESG 4:16', 'ESG 8:11', 'WIS 2:11', 'WIS 2:12', 'WIS 6:4', 'WIS 6:18', 'WIS 6:18', 'WIS 9:5', 'WIS 14:16', 'WIS 16:6', 'WIS 18:4', 'WIS 18:9', 'SIR 1:1', 'SIR 1:1', 'SIR 1:1', 'SIR 2:16', 'SIR 9:15', 'SIR 15:1', 'SIR 17:11', 'SIR 19:17', 'SIR 19:20', 'SIR 19:24', 'SIR 21:11', 'SIR 23:23', 'SIR 24:23', 'SIR 32:15', 'SIR 32:24', 'SIR 33:2', 'SIR 33:3', 'SIR 33:3', 'SIR 34:8', 'SIR 35:1', 'SIR 39:1', 'SIR 39:8', 'SIR 41:8', 'SIR 42:2', 'SIR 44:20', 'SIR 45:5', 'SIR 45:17', 'SIR 46:14', 'SIR 49:4', 'SIR 51:19', 'BAR 2:2', 'BAR 2:28', 'BAR 4:1', 'BAR 4:12', 'SUS 1:3', 'SUS 1:62', '1MA 1:49', '1MA 1:52', '1MA 1:56', '1MA 1:57', '1MA 2:21', '1MA 2:26', '1MA 2:27', '1MA 2:42', '1MA 2:48', '1MA 2:50', '1MA 2:58', '1MA 2:64', '1MA 2:67', '1MA 2:68', '1MA 3:48', '1MA 3:56', '1MA 4:42', '1MA 4:47', '1MA 4:53', '1MA 10:14', '1MA 10:37', '1MA 13:3', '1MA 13:48', '1MA 14:14', '1MA 14:29', '1MA 15:21', '2MA 1:4', '2MA 2:2', '2MA 2:3', '2MA 2:18', '2MA 2:22', '2MA 3:1', '2MA 4:2', '2MA 4:17', '2MA 5:8', '2MA 5:15', '2MA 6:1', '2MA 6:1', '2MA 6:5', '2MA 6:28', '2MA 7:2', '2MA 7:9', '2MA 7:11', '2MA 7:23', '2MA 7:30', '2MA 7:37', '2MA 8:21', '2MA 8:36', '2MA 10:26', '2MA 11:31', '2MA 12:40', '2MA 13:10', '2MA 13:14', '2MA 15:9', '3MA 1:12', '3MA 1:23', '3MA 3:4', '3MA 5:36', '3MA 7:5', '3MA 7:10', '3MA 7:12', '4MA 1:17', '4MA 1:34', '4MA 2:5', '4MA 2:6', '4MA 2:8', '4MA 2:9', '4MA 2:10', '4MA 2:14', '4MA 2:23', '4MA 4:23', '4MA 5:16', '4MA 5:16', '4MA 5:18', '4MA 5:21', '4MA 5:25', '4MA 5:29', '4MA 5:33', '4MA 5:34', '4MA 6:21', '4MA 6:27', '4MA 6:30', '4MA 7:7', '4MA 7:8', '4MA 8:25', '4MA 9:2', '4MA 9:15', '4MA 11:5', '4MA 11:12', '4MA 11:27', '4MA 13:9', '4MA 13:13', '4MA 13:22', '4MA 13:24', '4MA 15:9', '4MA 15:29', '4MA 16:16', '4MA 18:1', '4MA 18:10', '1ES 1:31', '1ES 5:50', '1ES 8:3', '1ES 8:7', '1ES 8:8', '1ES 8:9', '1ES 8:12', '1ES 8:19', '1ES 8:21', '1ES 8:23', '1ES 8:24', '1ES 8:84', '1ES 8:90', '1ES 9:39', '1ES 9:40', '1ES 9:40', '1ES 9:41', '1ES 9:42', '1ES 9:45', '1ES 9:46', '1ES 9:48', '1ES 9:48', '1ES 9:50']
8059	νυκτερίς	FA	mammals		False	True	bridal chamber	polilla	maison du roi		['LJE 1:21']
8060	νυμφών	RE	?		False	True	Noah	lanza	Okina		['TOB 6:14', 'TOB 6:17']
8061	Νωε	PN	person		False	True	Xanthicus	Sidonio	bol		['SIR 44:17', '4MA 15:31']
8062	Ξανθικός	PN	calendar		False	True	Friend-of-Strangers	Sidón	holocauste		['2MA 11:30', '2MA 11:33', '2MA 11:38']
8063	Ξένιος	PN	titles		False	True	sword	Siquem	battu		['2MA 6:2']
8064	ξιφηφόρος	RE	warfare		False	True	sword	Siquemita	Holopherne		['4MA 16:20']
8065	ξίφος	RE	?		False	True	polished	Sición	Olympien		['WIS 18:15', '2MA 12:22', '2MA 14:41']
8066	ξυστός	MI	?		False	True	of wood	Simeón	Onias		['SIR 22:17', '1ES 6:8', '1ES 6:24']
8067	ξύλινος	MI	?	1	False	True	wooden tower	Sinaí	Onias		['SIR 22:16', 'LJE 1:3', 'LJE 1:10', 'LJE 1:29', 'LJE 1:38', 'LJE 1:50', 'LJE 1:54', 'LJE 1:57', 'LJE 1:58', 'LJE 1:69', 'LJE 1:70', '1MA 10:30', '1ES 6:24', '1ES 9:42']
8068	ξύλινος	RE	?	2	False	True	Habaiah	Siván	Orthosia		['1MA 6:37']
8069	Οββια	PN	person		False	True	Adullam	Sirá	serment		['1ES 5:38']
8070	Οδολλαμ	PN	settlement		False	True	Odomera	Sisines	caille		['2MA 12:38']
8071	Οδομηρα	PN	person		False	True	Uzzi	Sión	sainteté		['1MA 9:66']
8072	Ὀζείας	PN	person		False	True	Uzziah	callar	adv. De manière satisfaisante pour Dieu		['1ES 8:2']
8073	Οζιας	PN	person		False	True	Oziel	espada	Uthai		['JDT 6:15', 'JDT 6:16', 'JDT 6:21', 'JDT 7:23', 'JDT 7:30', 'JDT 8:9', 'JDT 8:28', 'JDT 8:35', 'JDT 10:6', 'JDT 13:18', 'JDT 14:6', 'JDT 15:4', '1ES 5:31']
8074	Οζιηλ	PN	person		False	True	Othoniah	hierro	adv. céleste		['JDT 8:1']
8075	Οθονιας	PN	person		False	True	house	Side	ciel		['1ES 9:28']
8076	οἰκία	RE	?	1	False	True	pagan temple	trigo	divinement		['TOB 11:3', 'TOB 11:17', 'TOB 13:18', 'TOB 14:13', 'ESG 1:5', 'ESG 7:8', 'SIR 21:8', 'SIR 21:22', 'SIR 21:23', 'SIR 26:16', 'SIR 28:14', 'SIR 29:24', 'SIR 29:24', 'SIR 29:27', 'SIR 29:28', 'LJE 1:58', 'LJE 1:58', 'SUS 1:6', 'SUS 1:26', '1MA 1:55', '1MA 3:56', '1MA 13:47', '2MA 2:29', '2MA 3:18', '2MA 5:12', '3MA 4:18', '3MA 6:25', '3MA 7:18', '4MA 14:15']
8077	οἰκία	RE	?	2	False	True	building	causar tropiezo	Uriah		['LJE 1:11', 'LJE 1:19', 'LJE 1:20', 'LJE 1:54']
8078	οἰκοδομή	RE	?		False	True	steward	trampa	Uthai		['SIR 22:16', 'SIR 40:19', '1MA 16:23', '1ES 2:26', '1ES 4:51', '1ES 5:60', '1ES 5:70', '1ES 5:71', '1ES 6:6', '1ES 6:21']
8079	οἰκονόμος	BE	person		False	True	inhabited earth	ofensa	dette		['ESG 1:1h', 'ESG 8:9', '1ES 4:47', '1ES 4:49', '1ES 8:64']
8080	οἰκουμένη	MI	?	1	False	True	empire	cuenco	devoir à		['ESG 3:13', 'ESG 3:13', 'WIS 1:7', 'LJE 1:61', '2MA 2:22']
8081	οἰκουμένη	MI	?	2	False	True	mercy	barco	Ochiel		['1ES 2:2']
8082	οἰκτιρμός	AT	?		False	True	to have pity upon	recipiente	petite forteresse		['SIR 5:6', 'BAR 2:27', '1MA 3:44', '3MA 2:20', '3MA 6:2', '4MA 6:24']
8083	οἰκτίρω	AT	?		False	True	bird	objeto	citadelle		['SIR 36:12', '2MA 8:2', '3MA 5:51', '4MA 5:12', '4MA 5:33', '4MA 8:10']
8084	οἰωνόβρωτος	FA	birds		False	True	steering oar	objeto	onagre		['2MA 9:15', '3MA 6:34']
8085	οἴαξ	RE	?		False	True	room	instrumento	âne		['4MA 7:3']
8086	οἴκημα	MI	?		False	True	house	tienda	arme		['WIS 13:15']
8087	οἶκος	RE	?	1	False	True	temple	tabernáculo	serment		['TOB 2:1', 'TOB 3:17', 'TOB 7:1', 'TOB 7:1', 'TOB 8:11', 'TOB 13:17', 'JDT 6:21', 'JDT 7:32', 'JDT 8:4', 'JDT 8:5', 'JDT 10:2', 'JDT 16:23', 'WIS 8:16', 'SIR 1:17', 'SIR 3:9', 'SIR 4:30', 'SIR 11:29', 'SIR 14:24', 'SIR 21:4', 'SIR 21:18', 'SIR 23:11', 'SIR 23:11', 'SIR 27:3', 'SIR 29:21', 'SIR 32:11', 'SIR 51:23', 'SUS 1:4', 'SUS 1:13', '1MA 1:31', '1MA 3:56', '1MA 9:55', '1MA 12:45', '2MA 2:5', '3MA 1:20', '3MA 2:18', '3MA 5:21']
8088	οἶκος	RE	?	2	False	True	pagan temple	festival de enramadas	oiseau		['TOB 14:5', 'TOB 14:5', 'JDT 4:3', 'JDT 8:24', 'JDT 9:1', 'JDT 9:13', 'JDT 9:13', 'ESG 4:17', 'SIR 47:13', 'SIR 49:12', 'SIR 50:1', 'SIR 50:5', 'BAR 1:8', 'BAR 1:14', 'BAR 2:16', 'BAR 2:26', 'BAR 3:24', '1MA 4:46', '1MA 4:48', '1MA 7:35', '1MA 7:37', '1MA 7:37', '1MA 10:41', '2MA 14:36', '2MA 15:32', '3MA 2:18', '1ES 1:3', '1ES 1:52', '1ES 2:2', '1ES 2:3', '1ES 2:5', '1ES 4:55', '1ES 5:43', '1ES 5:56', '1ES 5:59', '1ES 5:60', '1ES 5:67', '1ES 6:2', '1ES 6:4', '1ES 6:8', '1ES 6:10', '1ES 6:13', '1ES 6:15', '1ES 6:16', '1ES 6:17', '1ES 6:19', '1ES 6:21', '1ES 6:23', '1ES 6:25', '1ES 6:25', '1ES 6:25', '1ES 6:26', '1ES 6:27', '1ES 6:32', '1ES 7:5', '1ES 8:25', '1ES 8:45', '1ES 8:55', '1ES 8:58', '1ES 8:61', '1ES 8:76']
8089	οἶκος	RE	?	3	False	True	household	enramada	toit		['LJE 1:15', 'LJE 1:17', 'LJE 1:30', 'BEL 1:10', '3MA 2:18']
8090	οἶκος	MI	?	4	False	True	descendants	tienda	saint		['TOB 1:5', 'TOB 6:16', 'TOB 6:19', 'JDT 11:7', 'JDT 14:6', 'JDT 16:23', 'ESG 4:14', 'BEL 1:29', '1MA 1:61', '1MA 9:55', '1MA 13:3', '1MA 14:26', '1MA 16:2', '4MA 18:7', '1ES 5:1', '1ES 6:24']
8091	οἶκος	MI	?	5	False	True	palace	tienda	tessons		['TOB 1:4', 'JDT 4:15', 'JDT 6:17', 'JDT 8:6', 'JDT 13:14', 'JDT 14:5', 'JDT 14:10', 'JDT 14:18', 'JDT 16:24', 'SIR 48:16', 'BAR 2:26', 'BAR 2:26', '1MA 1:28', '3MA 2:10', '1ES 5:5']
8092	οἶκος	RE	?	6	False	True	Ocina	cetro	serpent		['JDT 2:1', 'JDT 2:18', 'JDT 11:23', 'JDT 12:13', 'ESG 1:1e', '1MA 7:2']
8093	Οκινα	PN	settlement		False	True	bowl	dureza del corazón	piège		['JDT 2:28']
8094	ὁλκεῖον	RE	?		False	True	burnt offering	mosquito	Pethahiah		['JDT 15:11']
8095	ὁλοκαύτωμα	RI	?		False	True	hammered	atalaya	servante		['JDT 16:16', 'JDT 16:18', 'BAR 1:10', '1MA 1:45', '1MA 4:53', '1MA 4:56', '1MA 5:54', '2MA 2:10', '1ES 4:52', '1ES 5:49']
8096	ὁλοσφύρητος	RE	?		False	True	Holofernes	catapulta	valets		['SIR 50:9']
8097	Ολοφέρνης	PN	person		False	True	Olympian	escorpión	palestre		['JDT 2:4', 'JDT 2:14', 'JDT 3:5', 'JDT 4:1', 'JDT 5:1', 'JDT 5:22', 'JDT 5:24', 'JDT 6:1', 'JDT 6:10', 'JDT 6:17', 'JDT 6:17', 'JDT 7:1', 'JDT 7:6', 'JDT 7:16', 'JDT 7:26', 'JDT 10:13', 'JDT 10:17', 'JDT 10:18', 'JDT 10:20', 'JDT 10:21', 'JDT 11:1', 'JDT 11:20', 'JDT 11:22', 'JDT 12:3', 'JDT 12:5', 'JDT 12:6', 'JDT 12:7', 'JDT 12:10', 'JDT 12:13', 'JDT 12:15', 'JDT 12:16', 'JDT 12:17', 'JDT 12:20', 'JDT 13:2', 'JDT 13:6', 'JDT 13:9', 'JDT 13:15', 'JDT 14:3', 'JDT 14:6', 'JDT 14:11', 'JDT 14:13', 'JDT 14:18', 'JDT 15:11', 'JDT 16:19']
8098	Ὀλύμπιος	PN	group		False	True	Onias	De Escitópolis	gâteau de fruits secs		['2MA 6:2']
8099	Ονειας	PN	person		False	True	Onias	materia inútil	Pamphylie		['4MA 4:1', '4MA 4:16']
8100	Ονιας	PN	person		False	True	Orthosia	Escitópolis	armure		['SIR 50:1', '1MA 12:7', '1MA 12:8', '1MA 12:19', '1MA 12:20', '2MA 3:1', '2MA 3:5', '2MA 3:31', '2MA 3:33', '2MA 3:35', '2MA 4:1', '2MA 4:4', '2MA 4:7', '2MA 4:33', '2MA 4:34', '2MA 4:34', '2MA 4:36', '2MA 4:38', '2MA 15:12', '2MA 15:14', '4MA 4:13']
8101	Ὀρθωσία	PN	settlement		False	True	oath-taking	Escitópolis	le Tout-Puissant		['1MA 15:37']
8102	ὁρκωμοσία	MI	?		False	True	quail	cachorro de león	parabole		['1ES 8:90']
8103	ὀρτυγομήτρα	FA	birds		False	True	piety	gusano	prier		['WIS 16:2', 'WIS 19:12']
8104	ὁσιότης	AT	?		False	True	in a holy way	De Sodoma	paradis		['WIS 2:22', 'WIS 5:19', 'WIS 9:3', 'WIS 14:30']
8105	ὁσίως	AT	?		False	True	Uthai	Simí	encouragement		['WIS 6:10']
8106	Ουθι	PN	person		False	True	from heaven	Sua	camp		['1ES 8:40']
8107	οὐρανόθεν	MI	?		False	True	heaven	Subas	vierge		['4MA 4:10']
8108	οὐρανός	MI	?		False	True	heavenly	Sudias	salle des prêtres au temple		['TOB 1:18', 'TOB 5:10', 'TOB 5:17', 'TOB 6:18', 'TOB 7:12', 'TOB 7:12', 'TOB 7:13', 'TOB 7:17', 'TOB 8:5', 'TOB 8:15', 'TOB 9:6', 'TOB 10:11', 'TOB 10:14', 'TOB 13:13', 'TOB 13:17', 'JDT 5:8', 'JDT 6:19', 'JDT 7:28', 'JDT 9:12', 'JDT 11:7', 'JDT 11:17', 'JDT 13:18', 'ESG 4:17', 'ESG 4:17', 'WIS 9:10', 'WIS 9:16', 'WIS 13:2', 'WIS 16:20', 'WIS 18:15', 'WIS 18:16', 'SIR 1:3', 'SIR 16:18', 'SIR 16:18', 'SIR 16:18', 'SIR 17:32', 'SIR 24:5', 'SIR 43:1', 'SIR 43:8', 'SIR 43:9', 'SIR 43:12', 'SIR 45:15', 'SIR 46:17', 'SIR 48:3', 'SIR 48:20', 'BAR 1:11', 'BAR 2:2', 'BAR 3:17', 'BAR 3:29', 'BAR 5:3', 'LJE 1:53', 'LJE 1:66', 'SUS 1:9', 'SUS 1:35', 'BEL 1:5', '1MA 2:37', '1MA 2:58', '1MA 3:18', '1MA 3:19', '1MA 3:50', '1MA 3:60', '1MA 4:10', '1MA 4:24', '1MA 4:40', '1MA 4:55', '1MA 5:31', '1MA 9:46', '1MA 12:15', '1MA 16:3', '2MA 2:10', '2MA 2:18', '2MA 2:21', '2MA 3:15', '2MA 3:20', '2MA 3:34', '2MA 7:11', '2MA 7:28', '2MA 8:20', '2MA 9:4', '2MA 9:20', '2MA 10:29', '2MA 11:10', '2MA 14:34', '2MA 15:3', '2MA 15:4', '2MA 15:8', '2MA 15:21', '2MA 15:23', '2MA 15:34', '3MA 2:2', '3MA 2:15', '3MA 2:15', '3MA 4:21', '3MA 5:9', '3MA 5:25', '3MA 5:50', '3MA 6:17', '3MA 6:33', '4MA 4:11', '4MA 6:6', '4MA 17:5', '4MA 17:5', '1ES 4:34', '1ES 4:34', '1ES 4:36', '1ES 4:46', '1ES 4:58', '1ES 4:58', '1ES 6:12', '1ES 8:72']
8109	οὐράνιος	MI	?		False	True	Uriah	Sud	chambre des noces		['2MA 7:34', '2MA 9:10', '3MA 6:18', '4MA 4:11', '4MA 9:15', '4MA 11:3', '1ES 6:14']
8110	Ουριας	PN	person		False	True	Uthai	Sur	Pachon		['1ES 8:61', '1ES 9:43']
8111	Ουτα	PN	person		False	True	debt	Susana	leopard		['1ES 5:30']
8112	ὀφείλημα	MI	?		False	True	to owe	Susa	piquet		['1MA 15:8', '1ES 3:20']
8113	ὀφείλω	MI	?		False	True	Ochiel	Susa	Pâque		['TOB 6:13', 'WIS 12:15', 'WIS 12:20', '1MA 10:43', '1MA 13:15', '1MA 13:39', '3MA 7:10', '4MA 11:3', '4MA 11:15', '4MA 16:19']
8114	Οχιηλος	PN	person		False	True	small fortification	Ofir	agneau de Pâque		['1ES 1:9']
8115	ὀχυρωμάτιον	RE	?		False	True	stronghold	España	Patrocle		['1MA 16:15']
8116	ὀχύρωμα	RE	?		False	True	wild ass	Espartano	Bedeiah		['1MA 1:2', '1MA 4:61', '1MA 5:9', '1MA 5:11', '1MA 5:27', '1MA 5:29', '1MA 5:30', '1MA 5:65', '1MA 6:61', '1MA 6:62', '1MA 8:10', '1MA 9:50', '1MA 10:12', '1MA 10:37', '1MA 11:18', '1MA 11:18', '1MA 11:41', '1MA 12:33', '1MA 12:34', '1MA 12:35', '1MA 12:45', '1MA 13:33', '1MA 13:33', '1MA 13:38', '1MA 14:42', '1MA 15:7', '1MA 16:8', '2MA 8:30', '2MA 10:15', '2MA 10:16', '2MA 10:23', '2MA 10:32', '2MA 11:6', '2MA 12:19', '3MA 6:25']
8117	ὄναγρος	FA	mammals		False	True	ass	pañal	période ou processus d''essai		['SIR 13:19']
8118	ὄνος	FA	mammals		False	True	weapon	Esparta	mettre à l'épreuve		['TOB 10:10', 'JDT 2:17', 'SIR 33:25']
8119	ὅπλον	RE	warfare		False	True	oath	entrañas	persuader		['JDT 6:12', 'JDT 14:11', 'WIS 18:21', 'WIS 18:22', '1MA 1:35', '1MA 5:43', '1MA 6:2', '1MA 6:6', '1MA 6:41', '1MA 7:44', '1MA 8:26', '1MA 8:28', '1MA 9:39', '1MA 10:6', '1MA 10:21', '1MA 11:51', '1MA 12:27', '1MA 14:33', '1MA 14:42', '1MA 15:7', '1MA 16:16', '2MA 5:26', '2MA 8:18', '2MA 9:2', '2MA 10:23', '2MA 10:27', '2MA 11:7', '2MA 15:5', '2MA 15:21', '2MA 15:21', '3MA 1:2', '3MA 1:23', '4MA 4:10']
8120	ὅρκος	MI	?		False	True	bird	emociones	les cinq villes		['JDT 8:11', 'JDT 8:30', 'ESG 4:17', 'WIS 12:21', 'WIS 18:6', 'WIS 18:22', 'SIR 23:9', 'SIR 44:21', '1MA 7:18', '2MA 4:34', '2MA 7:24', '2MA 14:32', '2MA 15:10', '3MA 5:42', '4MA 5:29']
8121	ὄρνεον	FA	birds		False	True	roof	compasión	manteau		['WIS 5:11', 'WIS 17:17', 'WIS 19:11', 'BAR 3:17', 'LJE 1:21', 'LJE 1:70', '2MA 15:33', '4MA 1:34']
8122	ὄροφος	RE	?		False	True	holy	cuerpo	casque		['WIS 17:2']
8123	ὅσιος	AT	?		False	True	potsherd	copa	marcher		['WIS 4:15', 'WIS 6:10', 'WIS 7:27', 'WIS 10:15', 'WIS 10:17', 'WIS 18:1', 'WIS 18:5', 'WIS 18:9', 'SIR 39:13', 'SIR 39:24', '1MA 7:17', '2MA 12:45']
8124	ὄστρακον	RE	?		False	True	snake	prisa	sous-vêtements de lin		['SIR 22:9']
8125	ὄφις	FA	snakes and lizards		False	True	net	balanza	robe		['WIS 16:5', 'SIR 21:2', 'SIR 25:15', '4MA 18:8']
8126	παγίς	RE	?		False	True	Pethahiah	crucificar	circoncire		['TOB 14:10', 'TOB 14:10', 'WIS 14:11', 'SIR 9:3', 'SIR 9:13', 'SIR 27:20', 'SIR 27:26', 'SIR 27:29', 'SIR 51:2', '1MA 1:35', '1MA 5:4']
8127	Παθαιος	PN	person		False	True	young woman	peso	Persée		['1ES 9:23']
8128	παιδίσκη	BE	person		False	True	child	corona	Persépolis		['TOB 3:7', 'TOB 3:8', 'TOB 8:12', 'TOB 8:13', 'TOB 8:14', 'TOB 10:10', 'JDT 8:7', 'JDT 10:10', 'JDT 11:5', 'JDT 11:6', 'JDT 12:13', 'ESG 7:4', 'WIS 9:5', 'SIR 41:24', 'SUS 1:36', 'SUS 1:36', '1ES 5:1', '1ES 5:41', '1ES 5:41']
8129	παῖς	BE	person		False	True	stadium	coronar	Perse		['TOB 7:10', 'TOB 10:10', 'JDT 3:2', 'JDT 7:12', 'JDT 8:7', 'JDT 16:12', 'ESG 2:7', 'ESG 6:8', 'ESG 7:4', 'WIS 2:13', 'WIS 8:19', 'WIS 9:4', 'WIS 12:7', 'WIS 12:20', 'WIS 12:25', 'WIS 18:9', 'WIS 18:10', 'WIS 19:6', 'SIR 33:26', 'BAR 1:20', 'BAR 2:20', 'BAR 2:24', 'BAR 2:28', 'BAR 3:37', '1MA 1:6', '1MA 1:8', '1MA 3:41', '2MA 6:23', '2MA 7:34', '2MA 15:12', '3MA 5:31', '3MA 5:49', '4MA 6:17', '4MA 6:22', '4MA 9:18', '4MA 12:6', '4MA 12:9', '4MA 15:4', '4MA 15:6', '4MA 15:12', '4MA 16:1', '4MA 16:6', '4MA 16:8', '4MA 16:9', '4MA 16:15', '4MA 16:15', '4MA 16:16', '4MA 17:2', '4MA 17:3', '4MA 17:5', '4MA 17:9', '4MA 17:13', '4MA 18:1', '4MA 18:6', '4MA 18:20', '4MA 18:23', '1ES 1:28', '1ES 1:28', '1ES 1:54', '1ES 2:13', '1ES 5:1', '1ES 5:33', '1ES 5:35', '1ES 5:41', '1ES 5:41', '1ES 6:12', '1ES 6:26', '1ES 6:30', '1ES 8:79']
8130	παλαίστρα	RE	?		False	True	blocks of pressed dried fruit	pilar	Perse		['2MA 4:14']
8131	παλάθη	RE	?		False	True	Pamphylia	corona	Perse		['JDT 10:5']
8132	Παμφυλία	PN	area		False	True	armour	guirnalda	oiseau		['1MA 15:23']
