	term	domain	category	sense	AR	DC	en	es	fr	id
309	אַכַּד	PN	settlement		False	False	Accad	altísimo	Akkad	Akad
310	אַכְזִיב	PN	settlement	1	False	False	Achzib	todopoderoso	Akziv	Akhzib
311	אַכְזִיב	PN	settlement	2	False	False	Achzib	Elá	Akziv	Akhzib
312	אָכִישׁ	PN	person		False	False	Achish	Eldad	Akish	Akhis
313	אֻכָל	PN	person		False	False	Ucal	Eldaá	Oukal	Agur
314	אַכְשָׁף	PN	settlement		False	False	Achshaph	juramento	Akshaf	Akhsaf
315	אֵל	BE	supernatural beings and powers		False	False	god	maldición	puissance	Allah Israel
316	אֵל	BE	supernatural beings and powers; titles		False	False	El Elyon	juramento	Très-Haut	El Elyon
317	אֵל	BE	supernatural beings and powers; titles		False	False	El Shaddai	terebinto	Dieu tout-suffisant	El-Shaddai
318	אֵלָא	PN	person		False	False	Ela	Elá	Ela	Ela
319	אַלְגּוּמִּים	FL	trees		False	False	juniper tree	Elá	genévrier	pohon cemara
320	אֶלְדָּד	PN	person		False	False	Eldad	Elá	Eldad	Eldad
321	אֶלְדָּעָה	PN	person		False	False	Eldaah	Elá	Eldaa	Eldaa
322	אלה	RI	blessing and curse; communication		False	False	to curse	Elá	pleurer	kutuk
323	אַלָּה	FL	trees		False	False	terebinth	dios	térébinthe	pohon besar
324	אָלָה	RI	blessing and curse; communication	1	False	False	curse	Elul	imprécation	kutuk
325	אָלָה	RI	oaths	2	False	False	oath	roble	adjuration	sumpah
326	אֵלָה	FL	trees	1	False	False	terebinth	Alón	térebinthe	pohon besar
327	אֵלָה	PN	person	2	False	False	Elah	encina	Ela	Ela
328	אֵלָה	PN	person	3	False	False	Elah	Elón	Ela	Ela
329	אֵלָה	PN	person	4	False	False	Elah	Encina de Tabor	Ela	Ela
330	אֵלָה	PN	person	5	False	False	Elah	Elón	Ela	Ela
331	אֵלָה	PN	person	6	False	False	Elah	Alús	Ela	Ela
332	אֱלֹהִים	BE	supernatural beings and powers		False	False	god	Elzabad	dieu	Allah Israel
333	אֱלוֹהַּ	BE	supernatural beings and powers	1	False	False	God	Elzabad	Dieu	Allah Israel
334	אֱלוֹהַּ	BE	supernatural beings and powers	2	False	False	god	Elhanán	dieu	dewa
335	אֱלוּל	PN	calendar		False	False	Elul	Eliab	Eloul	Elul
336	אַלּוֹן	FL	trees	1	False	False	oak tree	Eliab	chêne	pohon besar
337	אַלּוֹן	PN	person	2	False	False	Allon	Eliab	Allôn	Alon
338	אֵלוֹן	FL	trees	1	False	False	oak tree	Eliab	chêne	pohon besar
339	אֵלוֹן	PN	person	2	False	False	Elon	Eliab	Elôn	Elon
340	אֵלוֹן	PN	nature; trees		False	False	oak of Tabor	Eliab	Tabor	pohon tarbantin di Tabor
341	אֵלוֹנִי	PN	person		False	False	Elonite	Eliel	Elonites	Elon
342	אַלּוּף	FA	mammals; domestic animals		False	False	cow	Eliel	vache	sapi
343	אָלוּשׁ	PN	settlement		False	False	Alush	Eliel	Aloush	Alus
344	אֶלְזָבָד	PN	person	1	False	False	Elzabad	Eliel	Elzavad	Elzabad
345	אֶלְזָבָד	PN	person	2	False	False	Elzabad	Eliel	Elzavad	Elzabad
346	אֶלְחָנָן	PN	person		False	False	Elhanan	Eliel	Elhanân	Elhanan
347	אֱלִיאָב	PN	person	1	False	False	Eliab	Eliel	Eliav	Eliab
348	אֱלִיאָב	PN	person	2	False	False	Eliab	Eliatá	Eliav	Eliab
349	אֱלִיאָב	PN	person	3	False	False	Eliab	Elidad	Eliav	Eliab
350	אֱלִיאָב	PN	person	4	False	False	Eliab	Eliadá	Eliav	Eliab
351	אֱלִיאָב	PN	person	5	False	False	Eliab	Eliadá	Eliav	Eliab
352	אֱלִיאָב	PN	person	6	False	False	Eliab	Eliadá	Eliav	Eliab
353	אֱלִיאֵל	PN	person	1	False	False	Eliel	Elías	Eliël	Eliel
354	אֱלִיאֵל	PN	person	2	False	False	Eliel	Elías	Eliël	Eliel
355	אֱלִיאֵל	PN	person	3	False	False	Eliel	Elías	Eliël	Eliel
356	אֱלִיאֵל	PN	person	4	False	False	Eliel	Elías	Eliël	Eliel
357	אֱלִיאֵל	PN	person	5	False	False	Eliel	Elihú	Eliël	Eliel
358	אֱלִיאֵל	PN	person	6	False	False	Eliel	Elihú	Eliël	Eliel
359	אֱלִיאֵל	PN	person	7	False	False	Eliel	Elihú	Eliël	Eliel
360	אֱלִיאָתָה	PN	person		False	False	Eliathah	Elihú	Eliata	Eliata
361	אֱלִידָד	PN	person		False	False	Elidad	Elihú	Elidad	Elidad
362	אֶלְיָדָע	PN	person	1	False	False	Eliada	Eliehoenai	Elyada	Elyada
363	אֶלְיָדָע	PN	person	2	False	False	Eliada	Eliehoenai	Elyada	Elyada
364	אֶלְיָדָע	PN	person	3	False	False	Eliada	Elioenai	Elyada	Elyada
365	אֵלִיָּה	PN	person	1	False	False	Elijah	Elioenai	Elie	Elia
366	אֵלִיָּה	PN	person	2	False	False	Elijah	Elioenai	Eliya	Elia
367	אֵלִיָּה	PN	person	3	False	False	Elijah	Elioenai	Eliya	Elia
368	אֵלִיָּהוּ	PN	person		False	False	Elijah	Elioenai	Elie	Elia
369	אֱלִיהוּ	PN	person	1	False	False	Elihu	Eliahbá	Elihou	Elihu
370	אֱלִיהוּ	PN	person	2	False	False	Elihu	Elihóref	Elihou	Elihu
371	אֱלִיהוּא	PN	person	1	False	False	Elihu	ídolo	Elihou	Elihu
372	אֱלִיהוּא	PN	person	2	False	False	Elihu	Elimélec	Elihou	Elihu
373	אֱלִיהוּא	PN	person	3	False	False	Elihu	Eliasaf	Elihou	Elihu
374	אֶלְיְהוֹעֵינַי	PN	person	1	False	False	Eliehoenai	Eliasaf	Elyehoénaï	Elyoenai
375	אֶלְיְהוֹעֵינַי	PN	person	2	False	False	Eliehoenai	Eliézer	Elyehoénaï	Elyoenai
376	אֶלְיוֹעֵינַי	PN	person	1	False	False	Elioenai	Eliézer	Elyoénaï	Elyoenai
377	אֶלְיוֹעֵינַי	PN	person	2	False	False	Elioenai	Eliézer	Elyoénaï	Elyoenai
378	אֶלְיוֹעֵינַי	PN	person	3	False	False	Elioenai	Eliézer	Elyoénaï	Elyoenai
379	אֶלְיוֹעֵינַי	PN	person	4	False	False	Elioenai	Eliézer	Elyoénaï	Elyoenai
380	אֶלְיוֹעֵינַי	PN	person	5	False	False	Elioenai	Eliézer	Elyoénaï	Elyoenai
381	אֶלְיַחְבָּא	PN	person		False	False	Eliahba	Eliézer	Elyahba	Elyahba
382	אֱלִיחֹרֶף	PN	person		False	False	Elihoreph	Eliam	Elihoref	Elihoref
383	אֱלִיל	AT	artifacts; religious activities		False	False	idol	Eliam	rien	berhala
384	אֱלִימֶלֶךְ	PN	person		False	False	Elimelech	Elienai	Elimélek	Elimelekh
385	אֶלְיָסָף	PN	person	1	False	False	Eliasaph	Elifaz	Elyasaf	Elyasaf
386	אֶלְיָסָף	PN	person	2	False	False	Eliasaph	Elifaz	Elyasaf	Elyasaf
387	אֱלִיעֶזֶר	PN	person	1	False	False	Eliezer	Elifal	Eliézer	Eliezer
388	אֱלִיעֶזֶר	PN	person	2	False	False	Eliezer	Elifelehu	Eliézer	Eliezer
389	אֱלִיעֶזֶר	PN	person	3	False	False	Eliezer	Elifélet	Eliézer	Eliezer
390	אֱלִיעֶזֶר	PN	person	4	False	False	Eliezer	Elifélet	Eliézer	Eliezer
391	אֱלִיעֶזֶר	PN	person	5	False	False	Eliezer	Elifélet	Eliézer	Eliezer
392	אֱלִיעֶזֶר	PN	person	6	False	False	Eliezer	Elifélet	Eliézer	Eliezer
393	אֱלִיעֶזֶר	PN	person	7	False	False	Eliezer	Elisur	Eliézer	Eliezer
394	אֱלִיעָם	PN	person	1	False	False	Eliam	Elisafán	Eliam	Eliam
395	אֱלִיעָם	PN	person	2	False	False	Eliam	Elisafán	Eliam	Eliam
396	אֱלִיעֵנַי	PN	person		False	False	Elienai	Elicá	Eliénaï	Elyoenai
397	אֱלִיפַז	PN	person	1	False	False	Eliphaz	Eliaquim	Elifaz	Elifas
398	אֱלִיפַז	PN	person	2	False	False	Eliphaz	Eliaquim	Elifaz	Elifas
399	אֱלִיפַל	PN	person		False	False	Eliphal	Eliaquim	Elifal	Elifal
400	אֱלִיפְלֵהוּ	PN	person		False	False	Eliphelehu	Eliseba	Elifléhou	Elifele
401	אֱלִיפֶלֶט	PN	person	1	False	False	Eliphelet	Elisá	Elifèleth	Elifelet
402	אֱלִיפֶלֶט	PN	person	2	False	False	Eliphelet	Elisúa	Elifèleth	Elifelet
403	אֱלִיפֶלֶט	PN	person	3	False	False	Eliphelet	Eliasib	Elifèleth	Elifelet
404	אֱלִיפֶלֶט	PN	person	4	False	False	Eliphelet	Eliasib	Elifèleth	Elifelet
405	אֱלִיצוּר	PN	person		False	False	Elizur	Eliasib	Eliçour	Elizur
406	אֱלִיצָפָן	PN	person	1	False	False	Elizaphan	Eliasib	Eliçafân	Elisafan
407	אֱלִיצָפָן	PN	person	2	False	False	Elizaphan	Elisamá	Eliçafân	Elisafan
408	אֱלִיקָא	PN	person		False	False	Elika	Elisamá	Eliqa	Elika
409	אֶלְיָקִים	PN	person	1	False	False	Eliakim	Elisamá	Elyaqim	Elyakim
410	אֶלְיָקִים	PN	person	2	False	False	Eliakim	Elisamá	Elyaqim	Elyakim
411	אֶלְיָקִים	PN	person	3	False	False	Eliakim	Elisamá	Elyaqim	Elyakim
412	אֱלִישֶׁבַע	PN	person		False	False	Elisheba	Elisamá	Elisabeth	Eliseba
413	אֱלִישָׁה	PN	person		False	False	Elishah	Eliseo	Elisha	Elisa
414	אֱלִישׁוּעַ	PN	person		False	False	Elishua	Elisafat	Elishoua	Elisua
415	אֶלְיָשִׁיב	PN	person	1	False	False	Eliashib	Eliatá	Elyashiv	Elyasib
416	אֶלְיָשִׁיב	PN	person	2	False	False	Eliashib	manojo	Elyashiv	Elyasib
417	אֶלְיָשִׁיב	PN	person	3	False	False	Eliashib	Almodad	Elyashiv	Elyasib
418	אֶלְיָשִׁיב	PN	person	4	False	False	Eliashib	Alamélec	Elyashiv	Elyasib
419	אֱלִישָׁמָע	PN	person	1	False	False	Elishama	Elnáam	Elishama	Elisama
420	אֱלִישָׁמָע	PN	person	2	False	False	Elishama	Elnatán	Elishama	Elisama
421	אֱלִישָׁמָע	PN	person	3	False	False	Elishama	Elnatán	Elishama	Elisama
422	אֱלִישָׁמָע	PN	person	4	False	False	Elishama	Elnatán	Elishama	Elisama
423	אֱלִישָׁמָע	PN	person	5	False	False	Elishama	Elasar	Elishama	Elisama
424	אֱלִישָׁמָע	PN	person	6	False	False	Elishama	Elad	Elishama	Elisama
425	אֱלִישָׁע	PN	person		False	False	Elisha	Eladá	Elisée	Elisa
426	אֱלִישָׁפָט	PN	person		False	False	Elishaphat	Eluzai	Elishafath	Elisafat
427	אֱלִיָּתָה	PN	person		False	False	Eliathah	Eleazar	Eliyata	Eliata
428	אַלְמֻגִּים	FL	trees		False	False	juniper tree	Eleazar	genévrier	pohon cendana
429	אֲלֻמָּה	RE	agriculture		False	False	sheaf	Eleazar	gerbe	ikatan berkas-berkas
430	אַלְמוֹדָד	PN	person		False	False	Almodad	Eleazar	Almodad	Almodad
431	אַלַּמֶּלֶךְ	PN	settlement		False	False	Allammelech	Eleazar	Alammélek	Alamelekh
432	אֶלְנַעַם	PN	person		False	False	Elnaam	Elalé	Elnaam	Elnaam
433	אֶלְנָתָן	PN	person	1	False	False	Elnathan	Elasá	Elnatân	Elnatan
434	אֶלְנָתָן	PN	person	2	False	False	Elnathan	Elasá	Elnatân	Elnatan
435	אֶלְנָתָן	PN	person	3	False	False	Elnathan	Elasá	Elnatân	Elnatan
436	אֶלָּסָר	PN	area		False	False	Ellasar	Elasá	Ellasar	Elasar
437	אֶלְעָד	PN	person		False	False	Elad	Elpélet	Eléad	Elad
438	אֶלְעָדָה	PN	person		False	False	Eleadah	Elpáal	Eléada	Elada
439	אֶלְעוּזַי	PN	person		False	False	Eluzai	Elpáal	Eléouzaï	Eluzai
440	אֶלְעָזָר	PN	person	1	False	False	Eleazar	Elsafán	Eléazar	Eleazar
441	אֶלְעָזָר	PN	person	2	False	False	Eleazar	Elcaná	Eléazar	Eleazar
442	אֶלְעָזָר	PN	person	3	False	False	Eleazar	Elcaná	Eléazar	Eleazar
443	אֶלְעָזָר	PN	person	4	False	False	Eleazar	Elcaná	Eléazar	Eleazar
444	אֶלְעָזָר	PN	person	5	False	False	Eleazar	Elcaná	Eléazar	Eleazar
445	אֶלְעָלֵה	PN	settlement		False	False	Elealeh	Elcaná	Eléalé	Eleale
446	אֶלְעָשָׂה	PN	person	1	False	False	Eleasah	Elcaná	Eléasa	Elasa
447	אֶלְעָשָׂה	PN	person	2	False	False	Eleasah	Elcaná	Eléasa	Elasa
448	אֶלְעָשָׂה	PN	person	3	False	False	Eleasah	Elcaná	Eléasa	Elasa
449	אֶלְעָשָׂה	PN	person	4	False	False	Eleasah	Elcaná	Eléasa	Elasa
450	אֶלֶף	FA	mammals; domestic animals		False	False	cow	Elcós	Élef	sapi
451	אֶלְפֶּלֶט	PN	person		False	False	Elpelet	Eltolad	Elpaleth	Elpelet
452	אֶלְפַּעַל	PN	person	1	False	False	Elpaal	Eltequé	Elpaal	Elpaal
453	אֶלְפַּעַל	PN	person	2	False	False	Elpaal	Eltecón	Elpaal	Elpaal
454	אֶלְצָפָן	PN	person		False	False	Elzaphan	Amá	Elçafân	Elsafan
455	אֶלְקָנָה	PN	person	1	False	False	Elkanah	esclava	Elqana	Elkana
456	אֶלְקָנָה	PN	person	2	False	False	Elkanah	Amón	Elqana	Elkana
457	אֶלְקָנָה	PN	person	3	False	False	Elkanah	Amón	Elqana	Elkana
458	אֶלְקָנָה	PN	person	4	False	False	Elkanah	Amón	Elqana	Elkana
459	אֶלְקָנָה	PN	person	5	False	False	Elkanah	Amón	Elqana	Elkana
460	אֶלְקָנָה	PN	person	6	False	False	Elkanah	Lealtad	Elqana	Elkana
461	אֶלְקָנָה	PN	person	7	False	False	Elkanah	firmeza	Elqana	Elkana
462	אֶלְקָנָה	PN	person	8	False	False	Elkanah	Amós	Elqana	Elkana
463	אֶלְקָנָה	PN	person	9	False	False	Elkanah	Amón	Elqana	Elkana
464	אֶלְקֹשִׁי	PN	person		False	False	Elkoshite	Amnón	Elqoshite	orang Elkosh
465	אֶלְתּוֹלַד	PN	area		False	False	Eltolad	Amam	Eltolad	Eltolad
466	אֶלְתְּקֵא	PN	settlement		False	False	Eltekeh	Niphal: ser firme	Elteqé	Elteke
467	אֶלְתְּקֹן	PN	settlement		False	False	Eltekon	Hiphil: creer en	Elteqôn	Eltekon
468	אַמָּה	PN	nature		False	False	Ammah	amén	Amma	Ama
469	אָמָה	BE	people; authority; control; serve		False	False	slave	fidelidad	esclave	budak
470	אָמוֹן	PN	person	1	False	False	Amon	Amaná	Amôn	Amon
471	אָמוֹן	PN	person	2	False	False	Amon	Amaná	Amôn	Amon
472	אָמוֹן	PN	person	3	False	False	Amon	Amnón	Amôn	Amon
473	אָמוֹן	PN	supernatural beings and powers	4	False	False	Amon	Amnón	Amôn	Amon
474	אֵמוּן	AT	?		False	False	faithfulness	Amsí	fidelité	kesetiaan
475	אֱמוּנָה	AT	?		False	False	steadiness	Amsí	fidelité	kemantapan
476	אָמוֹץ	PN	person		False	False	Amoz	Amasías	Amoç	Amos
477	אָמִי	PN	person		False	False	Ami	Amasías	Ami	Ami
478	אֲמִינוֹן	PN	person		False	False	Amnon	Amasías	Amnon	Amnon
479	אֲמָם	PN	settlement		False	False	Amam	Amasías	Amam	Amam
480	אמן	AT	faithfulness	1	False	False	Niphal: be firm	Amasías	être ferme	benar
481	אמן	AT	faithfulness	2	False	False	Hiphil: believe in	Imer	fie	percaya pada
482	אָמֵן	MI	communication; expressions		False	False	surely!	Imer	sûrement!	Amin!
483	אֹמֶן	AT	faithfulness		False	False	faithfulness	Imer	fidelité	kesetiaan
484	אֲמָנָה	PN	nature	1	False	False	Amanah	Imer	Abana	sungai Abana
485	אֲמָנָה	PN	nature	2	False	False	Amanah	Imer	Amana	gunung Amana
486	אַמְנוֹן	PN	person	1	False	False	Amnon	Imrí	Amnon	Amnon
487	אַמְנוֹן	PN	person	2	False	False	Amnon	Imrí	Amnôn	Amnon
488	אַמְצִי	PN	person	1	False	False	Amzi	Amorreos	Amçi	Amzi
489	אַמְצִי	PN	person	2	False	False	Amzi	Amarías	Amçi	Amzi
490	אֲמַצְיָה	PN	person	1	False	False	Amaziah	Amarías	Amasias	Amazia
491	אֲמַצְיָה	PN	person	2	False	False	Amaziah	Amarías	Amacya	Amazia
492	אֲמַצְיָה	PN	person	3	False	False	Amaziah	Amarías	Amacya	Amazia
493	אֲמַצְיָה	PN	person	4	False	False	Amaziah	Amarías	Amacya	Amazia
494	אֲמַצְיָהוּ	PN	person		False	False	Amaziah	Amarías	Amasias	Amazia
495	אִמַּר	FA	mammals; domestic animals		True	False	lamb	Amarías	agneau	anak domba
496	אִמֵּר	PN	person	1	False	False	Immer	Amarías	Immer	Imer
497	אִמֵּר	PN	person	2	False	False	Immer	Amarías	Immer	Imer
498	אִמֵּר	PN	person	3	False	False	Immer	Amrafel	Immer	Imer
499	אִמֵּר	PN	settlement	4	False	False	Immer	fidelidad	Immer	Imer
500	אִמֵּר	PN	person	5	False	False	Immer	costal	Immer	Imer
501	אִמְרִי	PN	person	1	False	False	Imri	Amitai	Imri	Imri
502	אִמְרִי	PN	person	2	False	False	Imri	Enós	Imri	Imri
503	אֱמֹרִי	PN	group		False	False	Amorite	Anaharat	Amorites	orang Amori
504	אֲמַרְיָה	PN	person	1	False	False	Amariah	Aniam	Amarya	Amarya
505	אֲמַרְיָה	PN	person	2	False	False	Amariah	plomada	Amarya	Amarya
506	אֲמַרְיָה	PN	person	3	False	False	Amariah	garza	Amarya	Amarya
507	אֲמַרְיָה	PN	person	4	False	False	Amariah	salamanquesa	Amarya	Amarya
508	אֲמַרְיָה	PN	person	5	False	False	Amariah	Asá	Amarya	Amarya
509	אֲמַרְיָה	PN	person	6	False	False	Amariah	Asá	Amarya	Amarya
510	אֲמַרְיָהוּ	PN	person	1	False	False	Amariah	Asir	Amaryahou	Amarya
511	אֲמַרְיָהוּ	PN	person	2	False	False	Amariah	Asir	Amaryahou	Amarya
512	אֲמַרְיָהוּ	PN	person	3	False	False	Amariah	Asena	Amaryahou	Amarya
513	אַמְרָפֶל	PN	person		False	False	Amraphel	Asnapar	Amraphel	Amrafel
514	אֱמֶת	AT	faithfulness		False	False	truth	Asenat	vérité	kebenaran
515	אַמְתַחַת	RE	containers		False	False	bag	Asaf	sac	tas
516	אֲמִתַּי	PN	person		False	False	Amittai	Asaf	Amittaï	Amitai
517	אֱנוֹשׁ	PN	person		False	False	Enosh	Asaf	Enosh	Enos
518	אֲנָחֲרַת	PN	settlement		False	False	Anaharath	Aspata	Anaharath	Anaharat
519	אֲנִיעָם	PN	person		False	False	Aniam	atar	Aniam	Aniam
520	אֲנָךְ	RE	tools; construction		False	False	plumb line	compromiso	plomb	tali sipat
521	אֲנָפָה	FA	birds		False	False	heron	Esarhadón	héron	burung bangau
522	אֲנָקָה	FA	snakes and lizards		False	False	gecko	Ester	gecko	landak
523	אָסָא	PN	person	1	False	False	Asa	Afíah	Asa	Asa
524	אָסָא	PN	person	2	False	False	Asa	Apaim	Asa	Asa
525	אַסִּיר	PN	person	1	False	False	Assir	Afec	Assir	Asir
526	אַסִּיר	PN	person	2	False	False	Assir	Eflal	Assir	Asir
527	אַסְנָה	PN	person		False	False	Asnah	Efesdamín	Asna	Asna
528	אָסְנַפַּר	PN	person		False	False	Osnappar	víbora	Asnappar	Asnapar
529	אָסְנַת	PN	person		False	False	Asenath	Afec	Asenath	Asnat
530	אָסָף	PN	person	1	False	False	Asaph	Afec	Asaf	Asaf
531	אָסָף	PN	person	2	False	False	Asaph	Afec	Asaf	Asaf
532	אָסָף	PN	person	3	False	False	Asaph	Afec	Asaf	Asaf
533	אַסְפָּתָא	PN	person		False	False	Aspatha	Afecá	Aspata	Aspata
534	אסר	RI	oaths		False	False	to pledge	Efraín	lier	nazar
535	אִסָּר	RI	oaths		False	False	pledge	Efrata	serment	nazar
536	אֵסַר־חַדֹּן	PN	person		False	False	Esarhaddon	Efrata	Asarhaddon	Esarhadon
537	אֶסְתֵּר	PN	person		False	False	Esther	Efrateo	Esther	Ester
538	אֵפֹד	PN	person	1	False	False	Ephod	Efraimita	Efod	Efod
539	אֵפֹד	RE	clothing; religious activities	2	False	False	ephod	Esbón	éphod	efod
540	אֵפֹד	RE	religious activities	3	False	False	ephod	Esbón	éphod	efod
541	אֵפֹד	RE	paganism	4	False	False	ephod	Asel	éphod	efod
542	אֲפִיח	PN	person		False	False	Aphiah	Asel	Afiah	Afiah
543	אַפַּיִם	PN	person		False	False	Appaim	Asalías	Appaïm	Apaim
544	אֲפִיק	PN	settlement		False	False	Aphik	Ósem	Afiq	Afek
545	אֶפְלָל	PN	person		False	False	Ephlal	Ósem	Eflal	Eflal
546	אֶפֶס דַמִּים	PN	settlement		False	False	Ephes-Dammim	Éser	Efès-Dammim	Efes-Damim
547	אֶפְעֶה	FA	snakes and lizards		False	False	viper	piedra preciosa	vipère	ular berbisa
548	אֲפֵק	PN	settlement	1	False	False	Aphek	íbice	Afeq	Afek
549	אֲפֵק	PN	settlement	2	False	False	Aphek	Ará	Afeq	Afek
550	אֲפֵק	PN	settlement	3	False	False	Aphek	Arelí	Afeq	Afek
551	אֲפֵק	PN	settlement	4	False	False	Aphek	Arelí	Afeq	Afek
552	אֲפֵקָה	PN	settlement		False	False	Aphekah	Arab	Aféqa	Afeka
553	אֶפְרַיִם	PN	person; area		False	False	Ephraim	langosta	Ephraïm	Efraim
554	אֶפְרָת	PN	settlement	1	False	False	Ephrath	Arubot	Ephrata	Efrata
555	אֶפְרָת	PN	person	2	False	False	Ephrath	Arbita	Ephrata	Efrata
556	אֶפְרָתִי	PN	group	1	False	False	Ephrathite	lanzadera de telar	Ephratéen	orang Efrata
557	אֶפְרָתִי	PN	group	2	False	False	Ephrathite	Argob	Ephratéen	orang Efraim
558	אֶצְבּוֹן	PN	person	1	False	False	Ezbon	Argob	Eçbôn	Ezbon
559	אֶצְבּוֹן	PN	person	2	False	False	Ezbon	púrpura	Eçbôn	Ezbon
560	אָצַל	PN	settlement		False	False	Azel	rojo púrpura	Assal	Azel
561	אָצֵל	PN	person		False	False	Azel	Ard	Assel	Azel
562	אֲצַלְיָהוּ	PN	person		False	False	Azaliah	Ardón	Açalyahou	Azalya
563	אֹצֶם	PN	person	1	False	False	Ozem	Ard	Ocem	Ozem
564	אֹצֶם	PN	person	2	False	False	Ozem	Arvad	Ocem	Ozem
565	אֵצֶר	PN	person		False	False	Ezer	Arod	Ecèr	Ezer
566	אֶקְדָּח	RE	gemstones		False	False	precious stone	Arvadeos	pierres ornementales	batu permata
567	אַקּוֹ	FA	mammals; wild animals		False	False	ibex	Arelí	bouquetin	kambing liar
568	אְרָא	PN	person		False	False	Ara	Arelí	Ara	Ara
569	אַרְאֵלִי	PN	person	1	False	False	Areli	establo	Aréli	Areli
570	אַרְאֵלִי	PN	group	2	False	False	Arelite	Arumá	Aréli	orang Areli
571	אֲרָב	PN	settlement		False	False	Arab	arca	Arav	Arab
572	אַרְבֶּה	FA	insects, spiders, and worms		False	False	locust	Arauna	sauterelle	belalang
573	אֲרֻבּוֹת	PN	settlement		False	False	Arubboth	cedro	Aroubboth	Arubot
574	אַרְבִּי	PN	group		False	False	Arbite	Árah	Arbite	orang Arbi
575	אֶרֶג	RE	crafts		False	False	shuttle	Árah	la navette du tisserand	patok
576	אַרְגֹּב	PN	area	1	False	False	Argob	Árah	Argov	Argob
577	אַרְגֹּב	PN	person	2	False	False	Argob	Ariel	Argov	Argob
578	אַרְגְּוָן	RE	cloth		False	False	reddish-purple	Ariel	pourpre-rouge	warna ungu muda
579	אַרְגָּמָן	RE	cloth		False	False	reddish-purple	Aridai	tissu de pourpre violette	warna ungu muda
580	אַרְדְּ	PN	person		False	False	Ard	Aridata	Ard	Ared
581	אַרְדּוֹן	PN	person		False	False	Ardon	Arioc	Ardôn	Ardon
582	אַרְדִּי	PN	group		False	False	Ardite	Arioc	Ardite	orang Ared
583	אַרְוָד	PN	settlement		False	False	Arvad	Arisai	Arvad	Arwad
584	אֲרוֹד	PN	person		False	False	Arod	Érec	Arod	Arod
585	אַרְוָדִי	PN	group		False	False	Arvadite	Arquita	Arvadite	orang Arwadi
